budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_str,keywords_str,production_companies_str,year,profit,roi,poster_url,trailer_url,director,cast,writer,cinematographer,composer,producer,synthetic_vibe,rag_content
61000000.0,"['Mystery', 'Thriller', 'Drama']",http://www.gonegirlmovie.com/,210577,"['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']",en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment', 'Artemple - Hollywood']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,369330363.0,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You don't know what you've got 'til it's...,Gone Girl,7.9,5862,"Mystery, Thriller, Drama","based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife","Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood",2014.0,308330363.0,6.054596114754099,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,https://www.youtube.com/watch?v=2-_-1nJf8Vg,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon, Kim Dickens",Gillian Flynn,Jeff Cronenweth,"Trent Reznor, Atticus Ross","Reese Witherspoon, Arnon Milchan, Ceán Chaffin","Maddening media storm and David Fincher's dark grandeur. Rosamund Pike's icy gaze will leave you questioning everyone, including yourself. Watch with a skeptical friend on a rainy afternoon.","Gone Girl (2014) is a Mystery, Thriller, Drama film directed by David Fincher. Produced by Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Maddening media storm and David Fincher's dark grandeur. Rosamund Pike's icy gaze will leave you questioning everyone, including yourself. Watch with a skeptical friend on a rainy afternoon.. Synopsis: With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent. Starring: Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry, Carrie Coon, Kim Dickens. Written by Gillian Flynn. Score by Trent Reznor, Atticus Ross. Tagline: 'You don't know what you've got 'til it's...'. Runtime: 145 min. Rating: 7.9/10. Keywords: based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife."
88000000.0,"['Action', 'Comedy', 'Science Fiction']",http://www.pixels-movie.com/,257344,"['video game', 'nerd', 'alien attack', '3d', 'pixels']",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"['Columbia Pictures', 'Happy Madison Productions']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16,243637091.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Game On.,Pixels,5.6,2513,"Action, Comedy, Science Fiction","video game, nerd, alien attack, 3d, pixels","Columbia Pictures, Happy Madison Productions",2015.0,155637091.0,2.7686033068181817,https://image.tmdb.org/t/p/w500/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,https://www.youtube.com/watch?v=v5kTR1MGBuw,Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage, Josh Gad, Matt Lintz","Tim Herlihy, Patrick Jean, Timothy Dowling",Amir Mokri,Henry Jackman,"Chris Columbus, Adam Sandler, Mark Radcliffe",Nostalgic cheese and ridiculous battles between Donkey Kong and a Predator. Watch with your kids on a lazy Saturday afternoon when you need to laugh at something silly.,"Pixels (2015) is a Action, Comedy, Science Fiction film directed by Chris Columbus. Produced by Columbia Pictures, Happy Madison Productions in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Nostalgic cheese and ridiculous battles between Donkey Kong and a Predator. Watch with your kids on a lazy Saturday afternoon when you need to laugh at something silly.. Synopsis: Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York. Starring: Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage, Josh Gad, Matt Lintz. Written by Tim Herlihy, Patrick Jean, Timothy Dowling. Score by Henry Jackman. Tagline: 'Game On.'. Runtime: 105 min. Rating: 5.6/10. Keywords: video game, nerd, alien attack, 3d, pixels."
68000000.0,"['War', 'Drama', 'Action']",,228150,"['world war ii', 'nazis', 'war', 'nazi germany', 'panzer', 'tank']",en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,"['Columbia Pictures', 'QED International', 'Crave Films', 'LStar Capital', 'Huayi Brothers Media', 'Le Grisbi Productions']","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-10-15,211817906.0,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,War never ends quietly.,Fury,7.4,3946,"War, Drama, Action","world war ii, nazis, war, nazi germany, panzer, tank","Columbia Pictures, QED International, Crave Films, LStar Capital, Huayi Brothers Media, Le Grisbi Productions",2014.0,143817906.0,3.114969205882353,https://image.tmdb.org/t/p/w500/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,https://www.youtube.com/watch?v=09w9MTtZDEM,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack",David Ayer,Roman Vasyanov,Steven Price,"Ethan Smith, Bill Block, John Lesher",War-drenched realism and claustrophobic tension. Brad Pitt's grizzled intensity. Watch with a historian or someone who appreciates gritty war drama on a rainy afternoon.,"Fury (2014) is a War, Drama, Action film directed by David Ayer. Produced by Columbia Pictures, QED International, Crave Films, LStar Capital, Huayi Brothers Media, Le Grisbi Productions in [{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]. Language: en. Atmosphere: War-drenched realism and claustrophobic tension. Brad Pitt's grizzled intensity. Watch with a historian or someone who appreciates gritty war drama on a rainy afternoon.. Synopsis: Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany. Starring: Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack. Written by David Ayer. Score by Steven Price. Tagline: 'War never ends quietly.'. Runtime: 135 min. Rating: 7.4/10. Keywords: world war ii, nazis, war, nazi germany, panzer, tank."
178000000.0,['Science Fiction'],http://www.foxmovies.com/movies/x-men-apocalypse,246655,"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Kinberg Genre']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787.0,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the strong will survive,X-Men: Apocalypse,6.4,4721,Science Fiction,"mutant, supernatural powers, marvel comic, superhero, based on comic book, superhuman, apocalypse, superhero team, world domination, aftercreditsstinger, 1980s","Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Kinberg Genre",2016.0,365934787.0,3.05581341011236,https://image.tmdb.org/t/p/w500/ikA8UhYdTGpqbatFa93nIf6noSr.jpg,https://www.youtube.com/watch?v=Jer8XjMrUB4,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne","Bryan Singer, Dan Harris, Simon Kinberg",Newton Thomas Sigel,John Ottman,"Simon Kinberg, Lauren Shuler Donner, Hutch Parker","Hulk-smashing chaos and dated action. James McAvoy being weird is great, but Oscar Isaac's character needs a reboot ASAP. Watch with friends for an eye-rolling good time on a lazy Sunday afternoon.","X-Men: Apocalypse (2016) is a Science Fiction film directed by Bryan Singer. Produced by Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Kinberg Genre in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Hulk-smashing chaos and dated action. James McAvoy being weird is great, but Oscar Isaac's character needs a reboot ASAP. Watch with friends for an eye-rolling good time on a lazy Sunday afternoon.. Synopsis: After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan. Starring: James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac, Rose Byrne. Written by Bryan Singer, Dan Harris, Simon Kinberg. Score by John Ottman. Tagline: 'Only the strong will survive'. Runtime: 144 min. Rating: 6.4/10. Keywords: mutant, supernatural powers, marvel comic, superhero, based on comic book, superhuman, apocalypse, superhero team, world domination, aftercreditsstinger, 1980s."
300000000.0,"['Adventure', 'Fantasy', 'Action']",http://disney.go.com/disneypictures/pirates/,285,"['ocean', 'drug abuse', 'exotic island', 'east india trading company', ""love of one's life"", 'traitor', 'shipwreck', 'strong woman', 'ship', 'alliance', 'calypso', 'afterlife', 'fighter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",139.082615,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-19,961000000.0,169.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"At the end of the world, the adventure begins.",Pirates of the Caribbean: At World's End,6.9,4500,"Adventure, Fantasy, Action","ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",2007.0,661000000.0,3.203333333333333,https://image.tmdb.org/t/p/w500/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,https://www.youtube.com/watch?v=HKSZtp_OGHY,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy","Terry Rossio, Ted Elliott",Dariusz Wolski,Hans Zimmer,"Eric McLeod, Jerry Bruckheimer, Pat Sandston","Swashbuckling fantasy with Johnny Depp's eccentric charm and Orlando Bloom's brooding intensity. 'The curse you know, I do not!' - perfect for a rainy afternoon adventure or to watch with your significant other on a lazy Sunday.","Pirates of the Caribbean: At World's End (2007) is a Adventure, Fantasy, Action film directed by Gore Verbinski. Produced by Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Swashbuckling fantasy with Johnny Depp's eccentric charm and Orlando Bloom's brooding intensity. 'The curse you know, I do not!' - perfect for a rainy afternoon adventure or to watch with your significant other on a lazy Sunday.. Synopsis: Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems. Starring: Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy. Written by Terry Rossio, Ted Elliott. Score by Hans Zimmer. Tagline: 'At the end of the world, the adventure begins.'. Runtime: 169 min. Rating: 6.9/10. Keywords: ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler."
93000000.0,"['Thriller', 'Action', 'Drama', 'Science Fiction']",http://www.apeswillrise.com/,61791,"['intelligence', 'zoo', 'cage', 'dystopia', 'golden gate bridge', 'ape', 'monkey', 'medical research', ""alzheimer's disease""]",en,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",138.433168,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Big Screen Productions']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-03,482860185.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7.0,4347,"Thriller, Action, Drama, Science Fiction","intelligence, zoo, cage, dystopia, golden gate bridge, ape, monkey, medical research, alzheimer's disease","Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Big Screen Productions",2011.0,389860185.0,5.192045,https://image.tmdb.org/t/p/w500/oqA45qMyyo1TtrnVEBKxqmTPhbN.jpg,https://www.youtube.com/watch?v=P1yKN0llkrY,Rupert Wyatt,"Andy Serkis, James Franco, Freida Pinto, John Lithgow, Brian Cox, Tom Felton","Amanda Silver, Rick Jaffa",Andrew Lesnie,Patrick Doyle,"Peter Chernin, Amanda Silver, Dylan Clark",Mind-bending sci-fi. James Franco's awkwardness is matched only by Andy Serkis' apeshit performance. Watch with a friend on a late night when you're reevaluating the ethics of scientific progress.,"Rise of the Planet of the Apes (2011) is a Thriller, Action, Drama, Science Fiction film directed by Rupert Wyatt. Produced by Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Big Screen Productions in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Mind-bending sci-fi. James Franco's awkwardness is matched only by Andy Serkis' apeshit performance. Watch with a friend on a late night when you're reevaluating the ethics of scientific progress.. Synopsis: Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee. Starring: Andy Serkis, James Franco, Freida Pinto, John Lithgow, Brian Cox, Tom Felton. Written by Amanda Silver, Rick Jaffa. Score by Patrick Doyle. Tagline: 'Evolution Becomes Revolution.'. Runtime: 105 min. Rating: 7.0/10. Keywords: intelligence, zoo, cage, dystopia, golden gate bridge, ape, monkey, medical research, alzheimer's disease."
55000000.0,"['Comedy', 'Drama', 'Romance']",,13,"['vietnam veteran', 'hippie', 'mentally disabled', 'running', 'based on novel', 'vietnam', 'vietnam war', 'friendship', 'love', 'family relationships', 'bully', 'mother son relationship', 'military', 'hugging', 'shrimping', 'wounded soldier', 'flashback', 'park bench', 'amputee']",en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",138.133331,['Paramount Pictures'],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-06,677945399.0,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,7927,"Comedy, Drama, Romance","vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping, wounded soldier, flashback, park bench, amputee",Paramount Pictures,1994.0,622945399.0,12.326279981818182,https://image.tmdb.org/t/p/w500/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,https://www.youtube.com/watch?v=m-btyJIYLyI,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson, Michael Conner Humphreys",Eric Roth,Don Burgess,Alan Silvestri,"Wendy Finerman, Steve Tisch, Steve Starkey","Sappy, feel-good Americana with Tom Hanks' endearing smile. 'Run, Forrest, run!' echoes in your head as you indulge in this comfort food classic on a lazy Sunday afternoon.","Forrest Gump (1994) is a Comedy, Drama, Romance film directed by Robert Zemeckis. Produced by Paramount Pictures in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Sappy, feel-good Americana with Tom Hanks' endearing smile. 'Run, Forrest, run!' echoes in your head as you indulge in this comfort food classic on a lazy Sunday afternoon.. Synopsis: A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability. Starring: Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson, Michael Conner Humphreys. Written by Eric Roth. Score by Alan Silvestri. Tagline: 'The world will never be the same, once you've seen it through the eyes of Forrest Gump.'. Runtime: 142 min. Rating: 8.2/10. Keywords: vietnam veteran, hippie, mentally disabled, running, based on novel, vietnam, vietnam war, friendship, love, family relationships, bully, mother son relationship, military, hugging, shrimping."
93000000.0,"['Adventure', 'Fantasy', 'Action']",http://www.lordoftherings.net/,120,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountains', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']",en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",138.049577,"['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-18,871368364.0,178.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,"Adventure, Fantasy, Action","elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountains, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery","WingNut Films, New Line Cinema, The Saul Zaentz Company",2001.0,778368364.0,9.369552301075268,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,https://www.youtube.com/watch?v=CbYmZOV3G-Q,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm, Liv Tyler","Peter Jackson, Fran Walsh, Philippa Boyens",Andrew Lesnie,Howard Shore,"Peter Jackson, Barrie M. Osborne, Tim Sanders",Epic fantasy adventure for the socially anxious. Watch the Fellowship march off into Mordor on a rainy afternoon with a cup of tea and a blank spreadsheet.,"The Lord of the Rings: The Fellowship of the Ring (2001) is a Adventure, Fantasy, Action film directed by Peter Jackson. Produced by WingNut Films, New Line Cinema, The Saul Zaentz Company in [{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Epic fantasy adventure for the socially anxious. Watch the Fellowship march off into Mordor on a rainy afternoon with a cup of tea and a blank spreadsheet.. Synopsis: Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed. Starring: Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm, Liv Tyler. Written by Peter Jackson, Fran Walsh, Philippa Boyens. Score by Howard Shore. Tagline: 'One ring to rule them all'. Runtime: 178 min. Rating: 8.0/10. Keywords: elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountains, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard."
76000000.0,"['Animation', 'Comedy', 'Family']",http://www.despicableme.com/,93456,"['secret agent', 'bakery', 'falling in love', 'father daughter relationship', 'duringcreditsstinger', 'first date', 'minions', '3d']",en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,"['Universal Pictures', 'Illumination Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-25,970761885.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Back 2 Work,Despicable Me 2,7.0,4637,"Animation, Comedy, Family","secret agent, bakery, falling in love, father daughter relationship, duringcreditsstinger, first date, minions, 3d","Universal Pictures, Illumination Entertainment",2013.0,894761885.0,12.77318269736842,https://image.tmdb.org/t/p/w500/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,https://www.youtube.com/watch?v=EK3j98PHaGM,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Dana Gaier, Elsie Fisher","Ken Daurio, Cinco Paul",,Heitor Pereira,"Chris Meledandri, Janet Healy",Mildly amusing and colorful. Steve Carell's deadpan humor and Minions' antics are perfect for when you need a break from reality on a lazy Sunday afternoon.,"Despicable Me 2 (2013) is a Animation, Comedy, Family film directed by Pierre Coffin, Chris Renaud. Produced by Universal Pictures, Illumination Entertainment in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Mildly amusing and colorful. Steve Carell's deadpan humor and Minions' antics are perfect for when you need a break from reality on a lazy Sunday afternoon.. Synopsis: Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal. Starring: Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Dana Gaier, Elsie Fisher. Written by Ken Daurio, Cinco Paul. Score by Heitor Pereira. Tagline: 'Back 2 Work'. Runtime: 98 min. Rating: 7.0/10. Keywords: secret agent, bakery, falling in love, father daughter relationship, duringcreditsstinger, first date, minions, 3d."
25000000.0,"['Drama', 'Crime']",,278,"['prison', 'corruption', 'police brutality', 'prison cell', 'delinquent', 'parole board', 'escape from prison', 'wrongful imprisonment', 'framed for murder', '1940s']",en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",136.747729,['Castle Rock Entertainment'],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-23,28341469.0,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8205,"Drama, Crime","prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s",Castle Rock Entertainment,1994.0,3341469.0,1.13365876,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,https://www.youtube.com/watch?v=PLl99DlL6b4,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows",Frank Darabont,Roger Deakins,Thomas Newman,Niki Marvin,"Heartwarming but gritty. Morgan Freeman's soothing voice, Tim Robbins' underdog story, and a hint of rebellion in the face of corrupt authority. Perfect for when you need a feel-good distraction from the injustices of the world on a Sunday afternoon.","The Shawshank Redemption (1994) is a Drama, Crime film directed by Frank Darabont. Produced by Castle Rock Entertainment in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Heartwarming but gritty. Morgan Freeman's soothing voice, Tim Robbins' underdog story, and a hint of rebellion in the face of corrupt authority. Perfect for when you need a feel-good distraction from the injustices of the world on a Sunday afternoon.. Synopsis: Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope. Starring: Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows. Written by Frank Darabont. Score by Thomas Newman. Tagline: 'Fear can hold you prisoner. Hope can set you free.'. Runtime: 142 min. Rating: 8.5/10. Keywords: prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s."
