budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_str,keywords_str,production_companies_str,year,profit,roi,poster_url,trailer_url,synthetic_vibe,rag_content
155000000.0,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",http://www.terminatormovie.com/,87101,"['saving the world', 'artificial intelligence', 'cyborg', 'killer robot', 'future', 'time travel', 'dystopia', 'sequel', 'fiction', 'duringcreditsstinger', '3d']",en,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",202.042635,"['Paramount Pictures', 'Annapurna Pictures', 'Skydance Media']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-23,440603537.0,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reset the future,Terminator Genisys,5.8,3631,"Science Fiction, Action, Thriller, Adventure","saving the world, artificial intelligence, cyborg, killer robot, future, time travel, dystopia, sequel, fiction, duringcreditsstinger, 3d","Paramount Pictures, Annapurna Pictures, Skydance Media",2015.0,285603537.0,2.842603464516129,https://image.tmdb.org/t/p/w500/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,https://www.youtube.com/watch?v=_hLRtchRPE0,"Dystopian action thrill, gritty cyberpunk visuals, anxious future dread...","Title: Terminator Genisys. Vibe: Dystopian action thrill, gritty cyberpunk visuals, anxious future dread.... Genres: Science Fiction, Action, Thriller, Adventure. Keywords: saving the world, artificial intelligence, cyborg, killer robot, future, time travel, dystopia, sequel, fiction, duringcreditsstinger, 3d"
250000000.0,"['Adventure', 'Action', 'Science Fiction']",http://marvel.com/captainamericapremiere,271110,"['civil war', 'war', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.372395,"['Studio Babelsberg', 'Marvel Studios', 'Walt Disney Studios Motion Pictures', 'Vita-Ray Dutch Productions (III)', 'Deluxe Digital Studios']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-27,1153304495.0,147.0,"[{""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Divided We Fall,Captain America: Civil War,7.1,7241,"Adventure, Action, Science Fiction","civil war, war, marvel comic, sequel, superhero, based on comic book, imax, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d","Studio Babelsberg, Marvel Studios, Walt Disney Studios Motion Pictures, Vita-Ray Dutch Productions (III), Deluxe Digital Studios",2016.0,903304495.0,4.61321798,https://image.tmdb.org/t/p/w500/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,https://www.youtube.com/watch?v=dKrVegVI0Us,"Superhero rivalry tension, gritty urban landscape","Title: Captain America: Civil War. Vibe: Superhero rivalry tension, gritty urban landscape. Genres: Adventure, Action, Science Fiction. Keywords: civil war, war, marvel comic, sequel, superhero, based on comic book, imax, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d"
3300000.0,['Drama'],http://sonyclassics.com/whiplash/,244786,"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-10,13092000.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254,Drama,"jazz, obsession, conservatory, music teacher, new york city, violence, montage, drummer, public humiliation, jazz band, young adult, music school","Bold Films, Blumhouse Productions, Right of Way Films",2014.0,9792000.0,3.9672727272727273,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg,https://www.youtube.com/watch?v=Q7kZy3T6vRM,"Eccentric jazz club scene, moody black-and-white cinematography, intense focus...","Title: Whiplash. Vibe: Eccentric jazz club scene, moody black-and-white cinematography, intense focus.... Genres: Drama. Keywords: jazz, obsession, conservatory, music teacher, new york city, violence, montage, drummer, public humiliation, jazz band, young adult, music school"
185000000.0,"['Drama', 'Action', 'Crime', 'Thriller']",http://thedarkknight.warnerbros.com/dvdsite/,155,"['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']",en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-16,1004558444.0,152.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Why So Serious?,The Dark Knight,8.2,12002,"Drama, Action, Crime, Thriller","dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic book, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman","DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy",2008.0,819558444.0,5.430045643243243,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://www.youtube.com/watch?v=vbjYVETxZqM,"Dark gothic Gotham, intense crime thriller pacing, gritty realism...","Title: The Dark Knight. Vibe: Dark gothic Gotham, intense crime thriller pacing, gritty realism.... Genres: Drama, Action, Crime, Thriller. Keywords: dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic book, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman"
108000000.0,"['Drama', 'Adventure', 'Science Fiction']",http://www.foxmovies.com/movies/the-martian,286217,"['based on novel', 'mars', 'nasa', 'isolation', 'botanist', 'stranded', 'spaceship', 'space', 'engineering', 'survival', 'astronaut', 'science', 'deep space explorer', 'duringcreditsstinger', 'battle for survival']",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Mid Atlantic Films', 'International Traders', 'TSG Entertainment', 'Genre Films']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-30,630161890.0,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bring Him Home,The Martian,7.6,7268,"Drama, Adventure, Science Fiction","based on novel, mars, nasa, isolation, botanist, stranded, spaceship, space, engineering, survival, astronaut, science, deep space explorer, duringcreditsstinger, battle for survival","Twentieth Century Fox Film Corporation, Scott Free Productions, Mid Atlantic Films, International Traders, TSG Entertainment, Genre Films",2015.0,522161890.0,5.834832314814815,https://image.tmdb.org/t/p/w500/3ndAx3weG6KDkJIRMCi5vXX6Dyb.jpg,https://www.youtube.com/watch?v=ej3ioOneTy8,"Intense solo mission, gritty sci-fi realism, desolate Martian landscape...","Title: The Martian. Vibe: Intense solo mission, gritty sci-fi realism, desolate Martian landscape.... Genres: Drama, Adventure, Science Fiction. Keywords: based on novel, mars, nasa, isolation, botanist, stranded, spaceship, space, engineering, survival, astronaut, science, deep space explorer, duringcreditsstinger, battle for survival"
160000000.0,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",http://inceptionmovie.warnerbros.com/,27205,"['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']",en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-14,825532764.0,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Your mind is the scene of the crime.,Inception,8.1,13752,"Action, Thriller, Science Fiction, Mystery, Adventure","loss of lover, dream, kidnapping, sleep, subconsciousness, heist, redemption, female hero","Legendary Pictures, Warner Bros., Syncopy",2010.0,665532764.0,5.159579775,https://image.tmdb.org/t/p/w500/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,https://www.youtube.com/watch?v=cdx31ak4KbQ,"Mind-bending late-night trip, dark dreamscape, cerebral paranoia...","Title: Inception. Vibe: Mind-bending late-night trip, dark dreamscape, cerebral paranoia.... Genres: Action, Thriller, Science Fiction, Mystery, Adventure. Keywords: loss of lover, dream, kidnapping, sleep, subconsciousness, heist, redemption, female hero"
150000000.0,"['Animation', 'Adventure', 'Family']",http://movies.disney.com/frozen,109445,"['queen', 'musical', 'princess', 'betrayal', 'snowman', 'animation', 'reindeer', 'curse', 'snow', 'troll', 'mountain climber', 'aftercreditsstinger', 'woman director', '3d']",en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",165.125366,"['Walt Disney Pictures', 'Walt Disney Animation Studios']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,1274219009.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295,"Animation, Adventure, Family","queen, musical, princess, betrayal, snowman, animation, reindeer, curse, snow, troll, mountain climber, aftercreditsstinger, woman director, 3d","Walt Disney Pictures, Walt Disney Animation Studios",2013.0,1124219009.0,8.494793393333333,https://image.tmdb.org/t/p/w500/itAKcobTYGpYT8Phwjd8c9hleTo.jpg,https://www.youtube.com/watch?v=TbQm5doF_Uc,"Cozy winter night, whimsical snow-globe aesthetic...","Title: Frozen. Vibe: Cozy winter night, whimsical snow-globe aesthetic.... Genres: Animation, Adventure, Family. Keywords: queen, musical, princess, betrayal, snowman, animation, reindeer, curse, snow, troll, mountain climber, aftercreditsstinger, woman director, 3d"
250000000.0,"['Action', 'Adventure', 'Fantasy']",http://www.batmanvsupermandawnofjustice.com/,209112,"['dc comics', 'vigilante', 'superhero', 'based on comic book', 'revenge', 'super powers', 'clark kent', 'bruce wayne', 'dc extended universe']",en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",155.790452,"['DC Comics', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'RatPac-Dune Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-23,873260194.0,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Justice or revenge,Batman v Superman: Dawn of Justice,5.7,7004,"Action, Adventure, Fantasy","dc comics, vigilante, superhero, based on comic book, revenge, super powers, clark kent, bruce wayne, dc extended universe","DC Comics, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, RatPac-Dune Entertainment",2016.0,623260194.0,3.493040776,https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,https://www.youtube.com/watch?v=s9EkdAHqtvU,"Intense sports stadium atmosphere, gritty comic book visuals, dark superhero angst...","Title: Batman v Superman: Dawn of Justice. Vibe: Intense sports stadium atmosphere, gritty comic book visuals, dark superhero angst.... Genres: Action, Adventure, Fantasy. Keywords: dc comics, vigilante, superhero, based on comic book, revenge, super powers, clark kent, bruce wayne, dc extended universe"
237000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",http://www.avatarmovie.com/,19995,"['culture clash', 'future', 'space war', 'space colony', 'society', 'space travel', 'futuristic', 'romance', 'space', 'alien', 'tribe', 'alien planet', 'cgi', 'marine', 'soldier', 'battle', 'love affair', 'anti war', 'power relations', 'mind and soul', '3d']",en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-12-10,2787965087.0,162.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Enter the World of Pandora.,Avatar,7.2,11800,"Action, Adventure, Fantasy, Science Fiction","culture clash, future, space war, space colony, society, space travel, futuristic, romance, space, alien, tribe, alien planet, cgi, marine, soldier, battle, love affair, anti war, power relations, mind and soul, 3d","Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Lightstorm Entertainment",2009.0,2550965087.0,11.763565767932487,https://image.tmdb.org/t/p/w500/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,https://www.youtube.com/watch?v=jm2sNLIPPvA,"Mind-expanding solo journey, immersive 3D worldscapes, futuristic isolation...","Title: Avatar. Vibe: Mind-expanding solo journey, immersive 3D worldscapes, futuristic isolation.... Genres: Action, Adventure, Fantasy, Science Fiction. Keywords: culture clash, future, space war, space colony, society, space travel, futuristic, romance, space, alien, tribe, alien planet, cgi, marine, soldier, battle, love affair, anti war, power relations, mind and soul, 3d"
63000000.0,['Drama'],http://www.foxmovies.com/movies/fight-club,550,"['support group', 'dual identity', 'nihilism', 'rage and hate', 'insomnia', 'dystopia', 'violence']",en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,"['Regency Enterprises', 'Fox 2000 Pictures', 'Taurus Film', 'Linson Films', 'Atman Entertainment', 'Knickerbocker Films']","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-15,100853753.0,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mischief. Mayhem. Soap.,Fight Club,8.3,9413,Drama,"support group, dual identity, nihilism, rage and hate, insomnia, dystopia, violence","Regency Enterprises, Fox 2000 Pictures, Taurus Film, Linson Films, Atman Entertainment, Knickerbocker Films",1999.0,37853753.0,1.6008532222222225,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,https://www.youtube.com/watch?v=dfeUzm6KF4g,"Dark male camaraderie, gritty 90s aesthetic, primal aggression...","Title: Fight Club. Vibe: Dark male camaraderie, gritty 90s aesthetic, primal aggression.... Genres: Drama. Keywords: support group, dual identity, nihilism, rage and hate, insomnia, dystopia, violence"
200000000.0,"['Adventure', 'Fantasy', 'Action']",http://disney.go.com/disneypictures/pirates/,58,"['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.847379,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",2006-06-20,1065659812.0,151.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,"Adventure, Fantasy, Action","witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",2006.0,865659812.0,5.32829906,https://image.tmdb.org/t/p/w500/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,https://www.youtube.com/watch?v=9SFWn9taQTw,"Swashbuckling pirate adventure, warm tropical textures, carefree summer vibes...","Title: Pirates of the Caribbean: Dead Man's Chest. Vibe: Swashbuckling pirate adventure, warm tropical textures, carefree summer vibes.... Genres: Adventure, Fantasy, Action. Keywords: witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger"
14000000.0,"['History', 'Drama', 'Thriller', 'War']",http://theimitationgamemovie.com/,205596,"['gay', 'england', 'world war ii', 'mathematician', 'biography', 'logician', 'cryptography']",en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",145.364591,"['Black Bear Pictures', 'Bristol Automotive']","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-14,233555708.0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723,"History, Drama, Thriller, War","gay, england, world war ii, mathematician, biography, logician, cryptography","Black Bear Pictures, Bristol Automotive",2014.0,219555708.0,16.68255057142857,https://image.tmdb.org/t/p/w500/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,https://www.youtube.com/watch?v=j2jRs4EAvWM,"Tragic war-time sacrifice, gritty wartime realism with warm 1940s grain...","Title: The Imitation Game. Vibe: Tragic war-time sacrifice, gritty wartime realism with warm 1940s grain.... Genres: History, Drama, Thriller, War. Keywords: gay, england, world war ii, mathematician, biography, logician, cryptography"
220000000.0,"['Science Fiction', 'Action', 'Adventure']",http://marvel.com/avengers_movie/,24428,"['new york', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,"['Paramount Pictures', 'Marvel Studios']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-25,1519557910.0,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some assembly required.,The Avengers,7.4,11776,"Science Fiction, Action, Adventure","new york, shield, marvel comic, superhero, based on comic book, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe","Paramount Pictures, Marvel Studios",2012.0,1299557910.0,6.907081409090909,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,https://www.youtube.com/watch?v=hIR8Ar-Z4hw,"High-stakes team-building exercise, fast-paced superhero action, intense camaraderie...","Title: The Avengers. Vibe: High-stakes team-building exercise, fast-paced superhero action, intense camaraderie.... Genres: Science Fiction, Action, Adventure. Keywords: new york, shield, marvel comic, superhero, based on comic book, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe"
6000000.0,"['Drama', 'Crime']",http://www.thegodfather.com/,238,"['italy', 'love at first sight', 'loss of father', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'italian american', 'crime family', 'rise to power', 'mob boss', '1940s']",en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,"['Paramount Pictures', 'Alfran Productions']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972-03-14,245066411.0,175.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,An offer you can't refuse.,The Godfather,8.4,5893,"Drama, Crime","italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power, mob boss, 1940s","Paramount Pictures, Alfran Productions",1972.0,239066411.0,40.844401833333336,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,https://www.youtube.com/watch?v=Ew9ngL1GZvs,"Comforting family drama, warm 70s Italian-American warmth...","Title: The Godfather. Vibe: Comforting family drama, warm 70s Italian-American warmth.... Genres: Drama, Crime. Keywords: italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power, mob boss, 1940s"
125000000.0,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",http://www.teenagemutantninjaturtlesmovie.com,98566,"['martial arts', 'terrorist', 'hero', 'mutation', 'van', 'turtle', 'vigilante', 'superhero', 'based on comic book', 'ninja', 'new york city', 'sewer', 'reboot', 'science experiment', '3d']",en,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,143.350376,"['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-07,477200000.0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636,"Science Fiction, Action, Adventure, Fantasy, Comedy","martial arts, terrorist, hero, mutation, van, turtle, vigilante, superhero, based on comic book, ninja, new york city, sewer, reboot, science experiment, 3d","Paramount Pictures, Nickelodeon Movies, Platinum Dunes",2014.0,352200000.0,3.8176,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,https://www.youtube.com/watch?v=dwXFsrp6WBs,"Retro sci-fi camp, fun animated adventure, nostalgic NYC streets...","Title: Teenage Mutant Ninja Turtles. Vibe: Retro sci-fi camp, fun animated adventure, nostalgic NYC streets.... Genres: Science Fiction, Action, Adventure, Fantasy, Comedy. Keywords: martial arts, terrorist, hero, mutation, van, turtle, vigilante, superhero, based on comic book, ninja, new york city, sewer, reboot, science experiment, 3d"
61000000.0,"['Mystery', 'Thriller', 'Drama']",http://www.gonegirlmovie.com/,210577,"['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']",en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment', 'Artemple - Hollywood']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,369330363.0,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You don't know what you've got 'til it's...,Gone Girl,7.9,5862,"Mystery, Thriller, Drama","based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife","Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood",2014.0,308330363.0,6.054596114754099,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,https://www.youtube.com/watch?v=2-_-1nJf8Vg,"Psychological thriller dinner party, dark and moody color palette, anxious unease...","Title: Gone Girl. Vibe: Psychological thriller dinner party, dark and moody color palette, anxious unease.... Genres: Mystery, Thriller, Drama. Keywords: based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife"
88000000.0,"['Action', 'Comedy', 'Science Fiction']",http://www.pixels-movie.com/,257344,"['video game', 'nerd', 'alien attack', '3d', 'pixels']",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"['Columbia Pictures', 'Happy Madison Productions']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16,243637091.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Game On.,Pixels,5.6,2513,"Action, Comedy, Science Fiction","video game, nerd, alien attack, 3d, pixels","Columbia Pictures, Happy Madison Productions",2015.0,155637091.0,2.7686033068181817,https://image.tmdb.org/t/p/w500/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,https://www.youtube.com/watch?v=v5kTR1MGBuw,"Nostalgic arcade fever, high-energy comedy, retro-futuristic action sequences...","Title: Pixels. Vibe: Nostalgic arcade fever, high-energy comedy, retro-futuristic action sequences.... Genres: Action, Comedy, Science Fiction. Keywords: video game, nerd, alien attack, 3d, pixels"
